key,types,level_one,level_two
"46.20,6.13",establishment,Jonction,Genève
"46.20,6.14",establishment,Jonction,Genève
"46.20,6.15",street_address,Centre-Plainpalais-Acacias,Genève
"46.20,6.16",street_address,Eaux-Vives,Genève
"46.20,6.23",street_address,Ambilly,Auvergne-Rhône-Alpes
"46.20,6.24",street_address,Annemasse,Auvergne-Rhône-Alpes
"46.21,6.14",premise,Genève,Genève
"46.21,6.15",street_address,Pâquis-Nations,Genève
"46.22,14.34",bus_station,Kranj,Kranj
"46.22,14.35",route,Kranj,Kranj
"46.22,15.26",street_address,Celje,Celje
"46.22,6.14",establishment,Servette - Petit-Saconnex,Genève
"46.22,6.15",street_address,Pâquis-Nations,Genf
"46.23,14.35",establishment,Kranj,Kranj
"46.23,15.25",street_address,Celje,Celje
"46.23,15.26",establishment,Celje,Celje
"46.23,15.36",street_address,Šentjur,Šentjur
"46.24,14.35",street_address,Kranj,Kranj
"46.24,15.25",establishment,Celje,Celje
"46.25,15.10",establishment,Prebold,Žalec
"46.26,15.09",street_address,Polzela,Žalec
"46.26,15.10",route,Žalec,Žalec
"46.27,15.10",route,Žalec,Žalec
"46.33,15.41",route,Slovenske Konjice,Slovenske Konjice
"46.33,15.42",route,Slovenske Konjice,Slovenske Konjice
"46.34,14.96",street_address,Mozirje,Mozirje
"46.34,14.97",street_address,Mozirje,Mozirje
"46.34,15.41",street_address,Slovenske Konjice,Slovenske Konjice
"46.34,15.42",establishment,Slovenske Konjice,Slovenske Konjice
"46.35,15.11",street_address,Velenje,Velenje
"46.35,15.13",establishment,Velenje,Velenje
"46.36,14.10",establishment,Bled,Radovljica
"46.36,14.11",street_address,Bled,Radovljica
"46.37,14.10",establishment,Bled,Radovljica
"46.39,15.54",route,Slovenska Bistrica,Slovenska Bistrica
"46.39,15.55",route,Slovenska Bistrica,Slovenska Bistrica
"46.39,15.80",street_address,Kidričevo,Ptuj
"46.41,15.49",route,Slovenska Bistrica,Slovenska Bistrica
"46.41,15.50",route,Slovenska Bistrica,Slovenska Bistrica
"46.41,15.86",street_address,Ptuj,Ptuj
"46.43,14.04",route,Jesenice,Jesenice
"46.43,8.86",street_address,Anzonico,Tessin
"46.44,14.03",route,Jesenice,Jesenice
"46.44,14.04",street_address,Jesenice,Jesenice
"46.46,16.02",street_address,Polenšak,Ptuj
"46.47,11.33",street_address,Bolzano,Trentino-Alto Adige
"46.48,-92.35",street_address,Holyoke,Minnesota
"46.48,11.33",establishment,Bolzano,Trentino-Alto Adige
"46.48,11.34",premise,Bolzano,Trentino-Alto Adige
"46.48,13.77",route,Kranjska Gora,Jesenice
"46.48,13.78",street_address,Kranjska Gora,Jesenice
"46.49,11.33",establishment,Bozen,Trentino-Alto Adige
"46.49,11.34",street_address,Bolzano,Trentino-Alto Adige
"46.49,11.35",street_address,Bolzano,Trentino-Alto Adige
"46.49,11.36",street_address,Bolzano,Trentino-Alto Adige
"46.49,15.65",route,Upravna enota Maribor,Upravna enota Maribor
"46.50,11.33",street_address,Bolzano,Trentino-Alto Adige
"46.50,11.34",establishment,Bozen,Trentino-Alto Adige
"46.50,11.35",street_address,Bolzano,Trentino-Alto Adige
"46.50,11.36",street_address,Bolzano,Trentino-Alto Adige
"46.50,15.65",establishment,Upravna enota Maribor,Upravna enota Maribor
"46.50,16.20",street_address,Ljutomer,Ljutomer
"46.51,16.18",street_address,Ljutomer,Ljutomer
"46.51,16.19",street_address,Ljutomer,Ljutomer
"46.51,16.20",street_address,Ljutomer,Ljutomer
"46.52,15.59",route,Upravna enota Maribor,Upravna enota Maribor
"46.52,16.18",route,Ljutomer,Ljutomer
"46.52,16.19",establishment,Ljutomer,Ljutomer
"46.53,15.59",route,Upravna enota Maribor,Upravna enota Maribor
"46.53,15.60",street_address,Maribor,Upravna enota Maribor
"46.53,15.64",establishment,Maribor,Upravna enota Maribor
"46.54,15.60",establishment,Maribor,Upravna enota Maribor
"46.54,15.61",street_address,Maribor,Upravna enota Maribor
"46.54,15.62",establishment,Maribor,Upravna enota Maribor
"46.54,15.63",street_address,Maribor,Upravna enota Maribor
"46.54,15.64",clothing_store,Maribor,Upravna enota Maribor
"46.54,6.65",street_address,Lausanne,Vaud
"46.54,6.66",street_address,Lausanne,Vaud
"46.55,15.61",establishment,Upravna enota Maribor,Upravna enota Maribor
"46.55,15.63",establishment,Maribor,Upravna enota Maribor
"46.55,15.64",street_address,Maribor,Upravna enota Maribor
"46.55,16.13",premise,Križevci pri Ljutomeru,Ljutomer
"46.55,16.14",street_address,Križevci pri Ljutomeru,Ljutomer
"46.55,16.44",street_address,Lendava,Lendava
"46.55,26.91",street_address,Bacău,Județul Bacău
"46.55,26.92",establishment,Bacău,Județul Bacău
"46.56,15.63",street_address,Maribor,Upravna enota Maribor
"46.56,15.64",establishment,Maribor,Upravna enota Maribor
"46.56,15.83",street_address,Lenart v Slov. goricah,Lenart
"46.56,16.13",street_address,Križevci pri Ljutomeru,Ljutomer
"46.56,16.44",route,Lendava,Lendava
"46.56,16.45",establishment,Lendava,Lendava
"46.56,26.91",church,Bacău,Județul Bacău
"46.56,26.92",street_address,Bacău,Județul Bacău
"46.62,14.30",premise,Klagenfurt am Wörthersee,Kärnten
"46.62,14.31",street_address,Klagenfurt am Wörthersee,Kärnten
"46.62,16.06",route,Gornja Radgona,Gornja Radgona
"46.64,16.04",street_address,Radenci,Gornja Radgona
"46.65,14.25",street_address,Klagenfurt am Wörthersee,Kärnten
"46.65,16.15",street_address,Murska Sobota,Murska Sobota
"46.66,16.15",establishment,Murska Sobota,Murska Sobota
"46.66,16.16",establishment,Murska Sobota,Murska Sobota
"46.66,6.79",street_address,Moudon,Vaud
"46.66,6.80",street_address,Moudon,Vaud
"46.67,6.79",establishment,Moudon,Vaud
"46.67,6.80",street_address,Moudon,Vaud
"46.78,-71.28",premise,Rue de la Terrasse,Québec
"46.78,-71.29",street_address,Sainte-Foy,Québec
"46.78,13.49",street_address,Schüttbach,Kärnten
"46.79,-71.28",street_address,Sainte-Foy,Québec
"46.79,13.49",street_address,Spittal an der Drau,Kärnten
"46.81,13.51",street_address,Seeboden,Kärnten
"46.84,-100.80",premise,Bismarck,North Dakota
"46.85,-100.80",premise,Bismarck,North Dakota
"46.85,-100.81",street_address,Bismarck,North Dakota
"46.85,8.18",street_address,Giswil,Obwalden
"46.86,13.32",route,Kärnten,Kärnten
"46.87,13.32",street_address,Rottau,Kärnten
"46.96,-1.35",establishment,Pays de la Loire,Pays de la Loire
"46.99,6.93",premise,Neuchâtel,Neuchâtel
"46.99,6.94",street_address,Neuchâtel,Neuchâtel
"47.00,6.94",street_address,Neuchâtel,Neuchâtel
"47.02,-122.93",premise,Tumwater,Washington
"47.03,-122.92",street_address,Olympia,Washington
"47.03,-122.93",street_address,South Westside,Washington
"47.03,-122.94",street_address,Olympia,Washington
"47.04,2.40",street_address,Plaimpied-Givaudins,Centre-Val de Loire
"47.04,2.41",establishment,Centre-Val de Loire,Centre-Val de Loire
"47.04,8.31",street_address,Luzern,Luzern
"47.04,8.32",street_address,Luzern,Luzern
"47.05,2.39",street_address,Trouy,Centre-Val de Loire
"47.05,2.40",route,Cher,Centre-Val de Loire
"47.05,2.41",route,Cher,Centre-Val de Loire
"47.05,8.34",street_address,Luzern,Luzern
"47.05,8.35",street_address,Luzern,Luzern
"47.06,15.43",street_address,Gries,Steiermark
"47.06,2.39",street_address,Bourges,Centre-Val de Loire
"47.06,2.40",street_address,Bourges,Centre-Val de Loire
"47.06,2.41",street_address,Bourges,Centre-Val de Loire
"47.07,15.43",cafe,Graz,Steiermark
"47.07,2.39",premise,Bourges,Centre-Val de Loire
"47.07,2.40",street_address,Bourges,Centre-Val de Loire
"47.07,8.27",premise,Luzern,Luzern
"47.08,-1.27",street_address,Cugand,Pays de la Loire
"47.08,-1.28",street_address,Clisson,Pays de la Loire
"47.08,2.38",premise,Bourges,Centre-Val de Loire
"47.08,2.39",street_address,Bourges,Centre-Val de Loire
"47.08,2.40",street_address,Bourges,Centre-Val de Loire
"47.08,8.27",premise,Emmen,Luzern
"47.09,2.39",street_address,Bourges,Centre-Val de Loire
"47.09,2.40",street_address,Bourges,Centre-Val de Loire
"47.09,2.41",route,Cher,Centre-Val de Loire
"47.09,2.42",premise,Bourges,Centre-Val de Loire
"47.11,2.37",street_address,Saint-Doulchard,Centre-Val de Loire
"47.11,2.38",street_address,Saint-Doulchard,Centre-Val de Loire
"47.11,8.23",street_address,Rothenburg,Luzern
"47.13,7.23",route,Bern,Bern
"47.13,7.24",premise,Biel,Bern
"47.13,7.25",street_address,Biel,Bern
"47.14,7.23",route,Biel,Bern
"47.14,7.24",street_address,Biel,Bern
"47.14,7.25",street_address,Biel,Bern
"47.17,-122.01",street_address,Buckley,Washington
"47.17,-122.28",premise,Puyallup,Washington
"47.17,-122.29",premise,Puyallup,Washington
"47.17,8.45",establishment,Zug,Zug
"47.17,8.46",street_address,Hünenberg,Zug
"47.18,-122.01",street_address,Enumclaw,Washington
"47.18,-122.02",premise,Enumclaw,Washington
"47.18,8.45",street_address,Cham,Zug
"47.18,8.46",street_address,Cham,Zug
"47.19,-121.97",street_address,Enumclaw,Washington
"47.19,-121.98",street_address,Enumclaw,Washington
"47.19,-121.99",street_address,Enumclaw,Washington
"47.19,-122.00",premise,Enumclaw,Washington
"47.19,8.44",street_address,Cham,Zug
"47.20,10.13",route,Bludenz,Vorarlberg
"47.20,10.14",street_address,Lech,Vorarlberg
"47.21,10.13",route,Bludenz,Vorarlberg
"47.21,10.14",establishment,Lech,Vorarlberg
"47.21,5.94",route,Doubs,Bourgogne-Franche-Comté
"47.21,5.95",street_address,Besançon,Bourgogne-Franche-Comté
"47.22,7.65",establishment,Wangenried,Bern
"47.23,-122.20",street_address,Bonney Lake,Washington
"47.23,-122.21",street_address,Lake Tapps,Washington
"47.23,7.28",route,Court,Berne
"47.23,7.64",route,Wangen,Bern
"47.23,7.65",street_address,Wangen an der Aare,Bern
"47.23,7.66",route,Wangen,Bern
"47.25,11.41",route,Innsbruck,Tirol
"47.26,11.38",premise,Innrain,Tirol
"47.26,11.39",establishment,Wilten,Tirol
"47.26,11.40",street_address,Wilten,Tirol
"47.27,11.39",street_address,Mariahilf - St. Nikolaus,Tirol
"47.27,7.94",street_address,Brittnau,Aargau
"47.27,8.91",premise,Wald,Zürich
"47.28,7.94",premise,Zofingen,Aargau
"47.32,8.20",route,Lenzburg,Aargau
"47.32,8.21",premise,Seengen,Aargau
"47.32,8.26",street_address,Sarmenstorf,Aargau
"47.34,8.27",street_address,Wohlen,Aargau
"47.35,0.64",street_address,Joué-lès-Tours,Centre-Val de Loire
"47.35,8.52",street_address,Kreis 2,Zürich
"47.36,0.64",street_address,Ballan-Miré,Centre-Val de Loire
"47.36,0.67",street_address,Joué-lès-Tours,Centre-Val de Loire
"47.36,0.70",street_address,Tours,Centre-Val de Loire
"47.36,0.71",street_address,Tours,Centre-Val de Loire
"47.36,8.53",establishment,Gablerstrasse,Zürich
"47.36,8.54",establishment,Zürich,Zürich
"47.37,0.67",establishment,Route de Savonnières,Centre-Val de Loire
"47.37,0.71",street_address,Tours,Centre-Val de Loire
"47.37,8.53",street_address,Aussersihl,Zürich
"47.37,8.54",street_address,Kreis 1,Zürich
"47.37,8.55",establishment,Kreis 7,Zürich
"47.38,8.28",street_address,Hägglingen,Aargau
"47.38,8.29",street_address,Niederwil,Aargau
"47.38,8.53",establishment,Aussersihl,Zürich
"47.38,8.54",establishment,Zürich,Zürich
"47.39,0.66",establishment,La Riche,Centre-Val de Loire
"47.39,0.67",establishment,Tours,Centre-Val de Loire
"47.40,0.66",street_address,Saint-Cyr-sur-Loire,Centre-Val de Loire
"47.40,0.67",premise,Saint-Cyr-sur-Loire,Centre-Val de Loire
"47.44,8.28",route,Baden,Aargau
"47.45,8.27",route,Baden,Aargau
"47.45,8.28",street_address,Baden,Aargau
"47.45,8.29",street_address,Baden,Aargau
"47.46,8.29",establishment,Aargau,Aargau
"47.46,8.30",route,Baden,Aargau
"47.46,8.31",street_address,Neuenhof,Aargau
"47.47,8.28",establishment,Aargau,Aargau
"47.47,8.29",street_address,Baden,Aargau
"47.47,8.30",street_address,Baden,Aargau
"47.47,8.31",establishment,Aargau,Aargau
"47.47,8.32",street_address,Wettingen,Aargau
"47.48,-122.34",premise,Burien,Washington
"47.48,8.30",street_address,Baden,Aargau
"47.48,8.31",street_address,Baden,Aargau
"47.48,8.32",establishment,Ennetbaden,Aargau
"47.48,8.33",route,Baden,Aargau
"47.49,-122.33",premise,Highline,Washington
"47.49,-122.34",premise,Highline,Washington
"47.49,-122.35",street_address,Salmon Creek,Washington
"47.49,8.25",premise,Turgi,Aargau
"47.51,-2.61",street_address,Damgan,Bretagne
"47.51,-2.62",street_address,Damgan,Bretagne
"47.52,-122.39",premise,West Seattle,Washington
"47.54,9.68",route,Lindau (Bodensee),Bayern
"47.56,-122.62",postal_code,Kitsap County,Washington
"47.56,-122.63",establishment,Washington,Washington
"47.57,10.67",establishment,Ostallgäu,Bayern
"47.57,10.68",route,Ostallgäu,Bayern
"47.58,-122.37",street_address,North Admiral,Washington
"47.58,-122.38",premise,North Admiral,Washington
"47.59,-122.33",street_address,SoDo,Washington
"47.60,-122.33",establishment,Seattle,Washington
"47.60,-122.34",street_address,Downtown Seattle,Washington
"47.61,-122.33",establishment,King County,Washington
"47.61,-122.34",establishment,Downtown Seattle,Washington
"47.62,-122.31",street_address,Stevens,Washington
"47.62,-122.32",establishment,Seattle,Washington
"47.62,-122.33",street_address,South Lake Union,Washington
"47.62,-122.34",street_address,South Lake Union,Washington
"47.62,-122.35",establishment,Lower Queen Anne,Washington
"47.63,-122.31",premise,Stevens,Washington
"47.63,-122.33",establishment,South Lake Union,Washington
"47.63,-122.34",establishment,Westlake Avenue North,Washington
"47.64,-122.29",premise,Madison Park,Washington
"47.64,-122.30",premise,Northeast Seattle,Washington
"47.64,-122.31",premise,Northeast Seattle,Washington
"47.64,-122.32",street_address,Northeast Seattle,Washington
"47.64,-122.33",establishment,Seattle,Washington
"47.64,-2.08",route,Loire-Atlantique,Pays de la Loire
"47.64,-2.09",establishment,Redon,Bretagne
"47.65,-117.19",premise,Veradale,Washington
"47.65,-117.23",premise,Spokane Valley,Washington
"47.65,-117.24",establishment,Spokane County,Washington
"47.65,-117.40",establishment,East Central,Washington
"47.65,-117.41",street_address,East Central,Washington
"47.65,-117.42",premise,Cliff/Cannon,Washington
"47.65,-122.29",route,King County,Washington
"47.65,-122.30",route,Seattle,Washington
"47.65,-122.31",street_address,Northeast Seattle,Washington
"47.65,-122.32",establishment,Northeast Seattle,Washington
"47.65,-122.34",premise,Wallingford,Washington
"47.65,-122.35",street_address,Fremont,Washington
"47.65,-2.07",route,Ille-et-Vilaine,Bretagne
"47.65,-2.08",street_address,Redon,Bretagne
"47.66,-117.10",establishment,Liberty Lake,Washington
"47.66,-117.18",street_address,Veradale,Washington
"47.66,-117.19",street_address,Veradale,Washington
"47.66,-117.23",premise,Spokane Valley,Washington
"47.66,-117.24",premise,Spokane Valley,Washington
"47.66,-117.42",street_address,Downtown Spokane,Washington
"47.66,-122.29",premise,Northeast Seattle,Washington
"47.66,-122.30",street_address,Northeast Seattle,Washington
"47.66,-122.31",street_address,Northeast Seattle,Washington
"47.66,-122.34",establishment,Wallingford,Washington
"47.66,-122.35",street_address,Fremont,Washington
"47.66,6.83",route,Territoire de Belfort,Bourgogne-Franche-Comté
"47.66,6.84",street_address,Belfort,Bourgogne-Franche-Comté
"47.67,-117.10",establishment,Liberty Lake,Washington
"47.67,-117.20",premise,Veradale,Washington
"47.67,-122.25",street_address,Northeast Seattle,Washington
"47.67,-122.31",premise,Northeast Ravenna Boulevard,Washington
"47.67,6.83",street_address,Évette-Salbert,Bourgogne-Franche-Comté
"47.67,6.84",street_address,Valdoie,Bourgogne-Franche-Comté
"47.69,-122.34",premise,Northwest Seattle,Washington
"47.69,-2.07",street_address,Bains-sur-Oust,Bretagne
"47.69,8.62",establishment,Schaffhausen,Schaffhausen
"47.69,8.63",establishment,Flurlingen,Zürich
"47.70,-116.95",premise,Post Falls,Idaho
"47.70,-117.07",street_address,Otis Orchards,Washington
"47.70,-117.08",street_address,Otis Orchards,Washington
"47.70,-117.46",establishment,Spokane,Washington
"47.70,-117.47",premise,Audubon-Downriver,Washington
"47.70,-117.48",premise,Audubon-Downriver,Washington
"47.70,-122.30",premise,Meadowbrook,Washington
"47.70,-122.62",street_address,Keyport,Washington
"47.71,-116.95",premise,West 4th Avenue,Idaho
"47.71,-117.07",premise,Otis Orchards,Washington
"47.71,-117.08",premise,Otis Orchards,Washington
"47.71,-117.46",premise,Northwest Spokane,Washington
"47.71,-117.47",street_address,Northwest Spokane,Washington
"47.71,-117.48",establishment,North Assembly Street,Washington
"47.71,-117.49",premise,Spokane,Washington
"47.71,16.16",street_address,Sautern,Niederösterreich
"47.71,16.18",street_address,Pitten,Niederösterreich
"47.72,-117.39",street_address,Nevada / Lidgerwood,Washington
"47.72,-117.40",premise,Nevada / Lidgerwood,Washington
"47.72,-117.46",premise,Balboa,Washington
"47.72,-117.47",premise,Balboa,Washington
"47.72,-117.48",premise,Balboa,Washington
"47.72,-117.49",premise,Northwest Spokane,Washington
"47.72,-122.32",street_address,Northgate,Washington
"47.72,16.21",street_address,Bad Erlach,Niederösterreich
"47.72,16.22",street_address,Bad Erlach,Niederösterreich
"47.72,16.23",street_address,Walpersbach,Niederösterreich
"47.73,-117.48",street_address,Balboa,Washington
"47.74,-117.51",street_address,Nine Mile Falls,Washington
"47.76,10.61",street_address,Marktoberdorf,Bayern
"47.77,10.61",street_address,Marktoberdorf,Bayern
"47.77,7.38",street_address,Illzach,Grand Est
"47.77,7.39",establishment,Illzach,Grand Est
"47.78,-122.18",premise,Bothell,Washington
"47.78,2.01",route,Loiret,Centre-Val de Loire
"47.78,7.39",establishment,Sausheim,Grand Est
"47.79,-122.17",street_address,Bothell,Washington
"47.79,-122.18",street_address,Bothell,Washington
"47.80,-122.20",premise,Canyon Park,Washington
"47.80,16.23",street_address,Wiener Neustadt,Niederösterreich
"47.80,16.24",street_address,Wiener Neustadt,Niederösterreich
"47.80,16.25",establishment,Wiener Neustadt,Niederösterreich
"47.80,16.26",route,Wiener Neustadt,Niederösterreich
"47.81,-122.20",street_address,Canyon Park,Washington
"47.81,16.24",establishment,Wiener Neustadt,Niederösterreich
"47.81,16.25",street_address,Wiener Neustadt,Niederösterreich
"47.81,16.26",premise,Wiener Neustadt,Niederösterreich
"47.82,-117.59",street_address,Nine Mile Falls,Washington
"47.82,-117.60",street_address,Nine Mile Falls,Washington
"47.82,1.70",route,Loiret,Centre-Val de Loire
"47.83,1.70",establishment,Meung-sur-Loire,Centre-Val de Loire
"47.84,1.92",premise,Olivet,Centre-Val de Loire
"47.84,1.93",street_address,Orléans,Centre-Val de Loire
"47.85,-117.38",street_address,Colbert,Washington
"47.86,1.91",street_address,Olivet,Centre-Val de Loire
"47.87,13.01",premise,Lehen,Salzburg
"47.87,13.02",street_address,Lehen,Salzburg
"47.89,1.90",street_address,Orléans,Centre-Val de Loire
"47.90,-0.64",street_address,Ruillé-Froid-Fonds,Pays de la Loire
"47.90,1.89",premise,Orléans,Centre-Val de Loire
"47.90,1.90",street_address,Orléans,Centre-Val de Loire
"47.90,1.91",street_address,Orléans,Centre-Val de Loire
"47.90,1.92",street_address,Orléans,Centre-Val de Loire
"47.90,1.93",street_address,Orléans,Centre-Val de Loire
"47.90,1.94",establishment,Saint-Jean-de-Braye,Centre-Val de Loire
"47.90,1.95",route,Loiret,Centre-Val de Loire
"47.90,1.96",route,Loiret,Centre-Val de Loire
"47.90,1.97",route,Loiret,Centre-Val de Loire
"47.90,2.00",street_address,Chécy,Centre-Val de Loire
"47.90,2.01",street_address,Chécy,Centre-Val de Loire
"47.90,2.02",street_address,Chécy,Centre-Val de Loire
"47.90,2.03",street_address,Chécy,Centre-Val de Loire
"47.91,1.95",street_address,Saint-Jean-de-Braye,Centre-Val de Loire
